participant_id	right_contacts_old	right_contacts_new	left_contacts_old	left_contacts_new
sub-0cGdk9	EEG001	LFP-right-0	EEG005	LFP-left-0
sub-0cGdk9	EEG002	LFP-right-1	EEG006	LFP-left-1
sub-0cGdk9	EEG003	LFP-right-2	EEG007	LFP-left-2
sub-0cGdk9	EEG004	LFP-right-3	EEG008	LFP-left-3
