participant_id	right_contacts_old	right_contacts_new	left_contacts_old	left_contacts_new
sub-8RgPiG	EEG004	LFP-right-0	EEG036	LFP-left-0
sub-8RgPiG	EEG009	LFP-right-1	EEG041	LFP-left-1
sub-8RgPiG	EEG008	LFP-right-2	EEG040	LFP-left-2
sub-8RgPiG	EEG007	LFP-right-3	EEG039	LFP-left-3
sub-8RgPiG	EEG002	LFP-right-4	EEG034	LFP-left-4
sub-8RgPiG	EEG003	LFP-right-5	EEG035	LFP-left-5
sub-8RgPiG	EEG006	LFP-right-6	EEG038	LFP-left-6
sub-8RgPiG	EEG001	LFP-right-7	EEG033	LFP-left-7
