participant_id	right_contacts_old	right_contacts_new	left_contacts_old	left_contacts_new
sub-6m9kB5	EEG001	LFP-right-0	EEG033	LFP-left-0
sub-6m9kB5	EEG002	LFP-right-1	EEG034	LFP-left-1
sub-6m9kB5	EEG003	LFP-right-2	EEG035	LFP-left-2
sub-6m9kB5	EEG004	LFP-right-3	EEG036	LFP-left-3
sub-6m9kB5	EEG005	LFP-right-4	EEG037	LFP-left-4
sub-6m9kB5	EEG006	LFP-right-5	EEG038	LFP-left-5
sub-6m9kB5	EEG007	LFP-right-6	EEG039	LFP-left-6
sub-6m9kB5	EEG008	LFP-right-7	EEG040	LFP-left-7
